Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Hexing	100	1	1	50	0	42	nec		0	1	312	skilltab	6	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Fungal	100	1	1	50	0	42	nec		0	1	313	skilltab	7	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Graverobber's	100	1	1	50	0	42	nec		0	1	314	skilltab	8	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Hexing	100	1	1	20	0	15	nec		0	1	315	skilltab	6	1	1		0	0	0		0	0	0			wand	head	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Blighting	100	1	1	40	0	30	nec		0	1	316	skilltab	6	2	2		0	0	0		0	0	0	1	lgld	wand	head	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Accursed	100	1	0	60	0	45	nec		0	1	317	skilltab	6	3	3		0	0	0		0	0	0	1	lgld	wand	head	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Fungal	100	1	1	20	0	15	nec		0	1	318	skilltab	7	1	1		0	0	0		0	0	0			wand	head	amul	knif	circ	    	    	tkni	    	    	    	    	0	0	0
Noxious	100	1	1	40	0	30	nec		0	1	319	skilltab	7	2	2		0	0	0		0	0	0	1	lgld	wand	head	amul	knif	circ	    	    	tkni	    	    	    	    	0	0	0
Venomous	100	1	0	60	0	45	nec		0	1	320	skilltab	7	3	3		0	0	0		0	0	0	1	lgld	wand	head	amul	knif	circ	    	    	tkni	    	    	    	    	0	0	0
Graverobber's	100	1	1	20	0	15	nec		0	1	321	skilltab	8	1	1		0	0	0		0	0	0			wand	head	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Vodoun	100	1	1	40	0	30	nec		0	1	322	skilltab	8	2	2		0	0	0		0	0	0	1	lgld	wand	head	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Golemlord's	100	1	0	60	0	45	nec		0	1	323	skilltab	8	3	3		0	0	0		0	0	0	1	lgld	wand	head	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Lion Branded	100	1	1	50	0	42	pal		0	1	324	skilltab	9	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Captain's	100	1	1	50	0	42	pal		0	1	325	skilltab	10	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Preserver's	100	1	1	50	0	42	pal		0	1	326	skilltab	11	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lion Branded	100	1	1	20	0	15	pal		0	1	327	skilltab	9	1	1		0	0	0		0	0	0			scep	swor	mace	shld	ashd	amul	circ	    	    	    	    	    	0	0	0
Hawk Branded	100	1	1	40	0	30	pal		0	1	328	skilltab	9	2	2		0	0	0		0	0	0	1	lgld	scep	swor	mace	shld	ashd	amul	circ	    	    	    	    	    	0	0	0
Rose Branded	100	1	0	60	0	45	pal		0	1	329	skilltab	9	3	3		0	0	0		0	0	0	1	lgld	scep	swor	mace	shld	ashd	amul	circ	    	    	    	    	    	0	0	0
Captain's	100	1	1	20	0	15	pal		0	1	330	skilltab	10	1	1		0	0	0		0	0	0			scep	swor	mace	shld	ashd	amul	circ	    	    	    	    	    	0	0	0
Commander's	100	1	1	40	0	30	pal		0	1	331	skilltab	10	2	2		0	0	0		0	0	0	1	lgld	scep	swor	mace	shld	ashd	amul	circ	    	    	    	    	    	0	0	0
Marshal's	100	1	0	60	0	45	pal		0	1	332	skilltab	10	3	3		0	0	0		0	0	0	1	lgld	scep	swor	mace	shld	ashd	amul	circ	    	    	    	    	    	0	0	0
Preserver's	100	1	1	20	0	15	pal		0	1	333	skilltab	11	1	1		0	0	0		0	0	0			shld	ashd	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Warder's	100	1	1	40	0	30	pal		0	1	334	skilltab	11	2	2		0	0	0		0	0	0	1	lgld	shld	ashd	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Guardian's	100	1	0	60	0	45	pal		0	1	335	skilltab	11	3	3		0	0	0		0	0	0	1	lgld	shld	ashd	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Expert's	100	1	1	50	0	42	bar		0	1	336	skilltab	12	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Fanatic	100	1	1	50	0	42	bar		0	1	337	skilltab	13	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Sounding	100	1	1	50	0	42	bar		0	1	338	skilltab	14	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Expert's	100	1	1	20	0	15	bar		0	1	339	skilltab	12	1	1		0	0	0		0	0	0			phlm	weap	helm	    	    	    	    	miss	rod 	    	    	    	0	0	0
Veteran's	100	1	1	40	0	30	bar		0	1	340	skilltab	12	2	2		0	0	0		0	0	0	1	lgld	phlm	weap	helm	    	    	    	    	miss	rod 	    	    	    	0	0	0
Master's	100	1	0	60	0	45	bar		0	1	341	skilltab	12	3	3		0	0	0		0	0	0	1	lgld	phlm	weap	helm	    	    	    	    	miss	rod 	    	    	    	0	0	0
Fanatic	100	1	1	20	0	15	bar		0	1	342	skilltab	13	1	1		0	0	0		0	0	0			phlm	weap	amul	    	    	    	    	miss	rod 	    	    	    	0	0	0
Raging	100	1	1	40	0	30	bar		0	1	343	skilltab	13	2	2		0	0	0		0	0	0	1	lgld	phlm	weap	amul	    	    	    	    	miss	rod 	    	    	    	0	0	0
Furious	100	1	0	60	0	45	bar		0	1	344	skilltab	13	3	3		0	0	0		0	0	0	1	lgld	phlm	weap	amul	    	    	    	    	miss	rod 	    	    	    	0	0	0
Sounding	100	1	1	20	0	15	bar		0	1	345	skilltab	14	1	1		0	0	0		0	0	0			phlm	weap	amul	    	    	    	    	miss	rod 	    	    	    	0	0	0
Resonant	100	1	1	40	0	30	bar		0	1	346	skilltab	14	2	2		0	0	0		0	0	0	1	lgld	phlm	weap	amul	    	    	    	    	miss	rod 	    	    	    	0	0	0
Echoing	100	1	0	60	0	45	bar		0	1	347	skilltab	14	3	3		0	0	0		0	0	0	1	lgld	phlm	weap	amul	    	    	    	    	miss	rod 	    	    	    	0	0	0
Trainer's	100	1	1	50	0	42	dru		0	1	348	skilltab	15	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Spiritual	100	1	1	50	0	42	dru		0	1	349	skilltab	16	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Nature's	100	1	1	50	0	42	dru		0	1	350	skilltab	17	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Trainer's	100	1	1	20	0	15	dru		0	1	351	skilltab	15	1	1		0	0	0		0	0	0			club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Caretaker's	100	1	1	40	0	30	dru		0	1	352	skilltab	15	2	2		0	0	0		0	0	0	1	lgld	club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Keeper's	100	1	0	60	0	45	dru		0	1	353	skilltab	15	3	3		0	0	0		0	0	0	1	lgld	club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Spiritual	100	1	1	20	0	15	dru		0	1	354	skilltab	16	1	1		0	0	0		0	0	0			club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Feral	100	1	1	40	0	30	dru		0	1	355	skilltab	16	2	2		0	0	0		0	0	0	1	lgld	club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Communal	100	1	0	60	0	45	dru		0	1	356	skilltab	16	3	3		0	0	0		0	0	0	1	lgld	club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Nature's	100	1	1	20	0	15	dru		0	1	357	skilltab	17	1	1		0	0	0		0	0	0			club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Terra's	100	1	1	40	0	30	dru		0	1	358	skilltab	17	2	2		0	0	0		0	0	0	1	lgld	club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Gaea's	100	1	0	60	0	45	dru		0	1	359	skilltab	17	3	3		0	0	0		0	0	0	1	lgld	club	pelt	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Entrapping	100	1	1	50	0	42	ass		0	1	360	skilltab	18	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Mentalist's	100	1	1	50	0	42	ass		0	1	361	skilltab	19	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Shogukusha's	100	1	1	50	0	42	ass		0	1	362	skilltab	20	1	1		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Entrapping	100	1	1	20	0	15	ass		0	1	363	skilltab	18	1	1		0	0	0		0	0	0			h2h 	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Trickster's	100	1	1	40	0	30	ass		0	1	364	skilltab	18	2	2		0	0	0		0	0	0	1	lgld	h2h 	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Cunning	100	1	0	60	0	45	ass		0	1	365	skilltab	18	3	3		0	0	0		0	0	0	1	lgld	h2h 	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Mentalist's	100	1	1	20	0	15	ass		0	1	366	skilltab	19	1	1		0	0	0		0	0	0			h2h 	amul	helm	circ	    	    	    	    	    	    	    	    	0	0	0
Psychic	100	1	1	40	0	30	ass		0	1	367	skilltab	19	2	2		0	0	0		0	0	0	1	lgld	h2h 	amul	helm	circ	    	    	    	    	    	    	    	    	0	0	0
Shadow	100	1	0	60	0	45	ass		0	1	368	skilltab	19	3	3		0	0	0		0	0	0	1	lgld	h2h 	amul	helm	circ	    	    	    	    	    	    	    	    	0	0	0
Shogukusha's	100	1	1	20	0	15	ass		0	1	369	skilltab	20	1	1		0	0	0		0	0	0			h2h 	amul	glov	circ	    	    	    	    	    	    	    	    	0	0	0
Sensei's	100	1	1	40	0	30	ass		0	1	370	skilltab	20	2	2		0	0	0		0	0	0	1	lgld	h2h 	amul	glov	circ	    	    	    	    	    	    	    	    	0	0	0
Kenshi's	100	1	0	60	0	45	ass		0	1	371	skilltab	20	3	3		0	0	0		0	0	0	1	lgld	h2h 	amul	glov	circ	    	    	    	    	    	    	    	    	0	0	0
Miocene	100	0	0	1	0	1			0	1	372	ac/lvl	6	0	0		0	0	0		0	0	0	1	whit	tors	brac	    	    	    	    	    	    	    	    	    	    	0	0	0
Miocene	100	0	1	1	0	1			0	1	373	ac/lvl	1	0	0		0	0	0		0	0	0	1	whit	glov	boot	belt	shld	brac	    	    	    	    	    	    	    	0	0	0
Oligocene	100	0	1	10	0	7			0	1	374	ac/lvl	9	0	0		0	0	0		0	0	0	1	whit	tors	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Oligocene	100	0	1	10	0	7			0	1	375	ac/lvl	2	0	0		0	0	0		0	0	0	1	whit	glov	boot	belt	shld	brac	    	    	    	    	    	    	    	0	0	0
Eocene	100	0	1	20	0	15			0	1	376	ac/lvl	18	0	0		0	0	0		0	0	0	1	whit	tors	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Eocene	100	0	1	20	0	15			0	1	377	ac/lvl	3	0	0		0	0	0		0	0	0	1	whit	glov	boot	belt	shld	brac	    	    	    	    	    	    	    	0	0	0
Paleocene	100	1	1	30	0	22			0	1	378	ac/lvl	24	0	0		0	0	0		0	0	0	1	whit	tors	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Paleocene	100	1	1	30	0	22			0	1	379	ac/lvl	4	0	0		0	0	0		0	0	0	1	whit	glov	boot	belt	shld	brac	    	    	    	    	    	    	    	0	0	0
Knave's	100	0	0	1	0	1			0	1	380	dmg/lvl	1	0	0	att/lvl	10	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Jack's	100	0	1	10	0	7			0	1	381	dmg/lvl	2	0	0	att/lvl	15	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Jester's	100	0	1	20	0	15			0	1	382	dmg/lvl	3	0	0	att/lvl	22	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Joker's	100	0	1	35	0	26			0	1	383	dmg/lvl	4	0	0	att/lvl	33	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Trump	100	1	1	50	0	37			0	1	384	dmg/lvl	4	0	0	att/lvl	33	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Loud	100	0	0	1	0	1			0	1	385	dmg/lvl	2	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Calling	100	0	1	10	0	7			0	1	386	dmg/lvl	3	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Yelling	100	0	1	20	0	15			0	1	387	dmg/lvl	4	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Shouting	100	0	1	35	0	26			0	1	388	dmg/lvl	5	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Screaming	100	1	1	50	0	37			0	1	389	dmg/lvl	6	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Paradox	100	0	1	25	0	18			0	1	390	ac%/lvl	12	0	0		0	0	0		0	0	0	1	whit	tors	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Paradox	100	0	1	25	0	18			0	1	391	dmg%/lvl	12	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Robineye	100	0	0	1	0	1			0	1	392	att/lvl	4	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Sparroweye	100	0	0	10	0	7			0	1	393	att/lvl	6	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Falconeye	100	0	0	20	0	15			0	1	394	att/lvl	8	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Hawkeye	100	1	0	35	0	26			0	1	395	att/lvl	12	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Eagleeye	100	0	0	50	0	37			0	1	396	att/lvl	16	0	0		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Visionary	100	1	1	25	0	18			0	1	397	att%/lvl	2	0	0		0	0	0		0	0	0	1	whit	helm	miss	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Mnemonic	100	1	1	25	0	18			0	1	398	mana/lvl	6	0	0		0	0	0		0	0	0	1	cblu	helm	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Snowflake	100	1	0	25	98	18			0	1	399	cold-len	0	25	25	cold-min	0	6	9	cold-max	0	19	30	1	whit	weap	circ	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Shivering	100	1	0	35	0	26			0	1	400	cold-len	0	50	50	cold-min	0	10	15	cold-max	0	31	45	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Boreal	100	1	0	50	0	40			0	1	401	cold-len	0	75	75	cold-min	0	16	23	cold-max	0	46	90	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Hibernal	100	1	0	70	0	50			0	1	402	cold-len	0	100	100	cold-min	0	24	45	cold-max	0	91	140	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Ember	100	1	0	25	98	18			0	1	403	fire-min	0	16	25	fire-max	0	31	60		0	0	0	1	whit	weap	circ	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Smoldering	100	1	0	35	0	26			0	1	404	fire-min	0	26	50	fire-max	0	61	90		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Smoking	100	1	0	47	0	37			0	1	405	fire-min	0	51	80	fire-max	0	91	130		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Flaming	100	1	0	61	0	51			0	1	406	fire-min	0	81	120	fire-max	0	131	180		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Scorching	100	1	0	77	0	50			0	1	407	fire-min	0	121	170	fire-max	0	181	240		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Static	100	1	0	25	98	18			0	1	408	ltng-min	0	1	1	ltng-max	0	49	120		0	0	0	1	whit	weap	circ	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Glowing	100	1	0	34	0	25			0	1	409	ltng-min	0	1	1	ltng-max	0	121	180		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Buzzing	100	1	0	46	0	36			0	1	410	ltng-min	0	1	1	ltng-max	0	181	260		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Arcing	100	1	0	60	0	50			0	1	411	ltng-min	0	1	1	ltng-max	0	261	360		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Shocking	100	1	0	76	0	50			0	1	412	ltng-min	0	1	1	ltng-max	0	361	480		0	0	0	1	whit	weap	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Septic	100	1	0	1	98	1			0	1	413	dmg-pois	50	31	31		0	0	0		0	0	0	1	whit	weap	circ	mboq	mxbq	bopq	xbpq	    	    	    	    	    	    	0	0	0
Envenomed	100	1	0	10	0	7			0	1	414	dmg-pois	75	41	41		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	bopq	xbpq	    	    	    	    	    	    	    	0	0	0
Corosive	100	1	0	20	0	15			0	1	415	dmg-pois	100	205	205		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	bopq	xbpq	    	    	    	    	    	    	    	0	0	0
Toxic	100	1	0	35	0	26			0	1	416	dmg-pois	125	308	308		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	bopq	xbpq	    	    	    	    	    	    	    	0	0	0
Pestilent	100	1	0	50	0	37			0	1	417	dmg-pois	150	470	470		0	0	0		0	0	0	1	whit	weap	mboq	mxbq	bopq	xbpq	    	    	    	    	    	    	    	0	0	0
Maiden's	1	1	1	36	0	27	ama		0	1	418	ama	0	1	1		0	0	0		0	0	0			amul	circ	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Valkyrie's	1	1	1	90	0	50	ama		0	1	419	ama	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Maiden's	1	1	1	30	0	22	ama		0	1	420	ama	0	1	1		0	0	0		0	0	0			miss	spea	    	    	    	    	    	    	    	    	    	    	0	0	0
Valkyrie's	1	1	1	50	0	42	ama		0	1	421	ama	0	2	2		0	0	0		0	0	0	1	cgrn	miss	spea	    	    	    	    	    	    	    	    	    	    	0	0	0
Monk's	1	1	1	36	0	27	pal		0	1	422	pal	0	1	1		0	0	0		0	0	0			amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Priest's	1	1	1	90	0	50	pal		0	1	423	pal	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Monk's	1	1	1	30	0	22	pal		0	1	424	pal	0	1	1		0	0	0		0	0	0			scep	ashd	    	    	    	    	    	    	    	    	    	    	0	0	0
Priest's	1	1	1	50	0	42	pal		0	1	425	pal	0	2	2		0	0	0		0	0	0	1	cgrn	scep	ashd	    	    	    	    	    	    	    	    	    	    	0	0	0
Monk's	1	1	1	35	0	27	pal		0	1	426	pal	0	1	1		0	0	0		0	0	0			swor	mace	hamm	shld	    	    	    	    	    	    	    	    	0	0	0
Priest's	1	1	1	65	0	50	pal		0	1	427	pal	0	2	2		0	0	0		0	0	0	1	cgrn	swor	mace	hamm	shld	    	    	    	    	    	    	    	    	0	0	0
Summoner's	1	1	1	36	0	27	nec		0	1	428	nec	0	1	1		0	0	0		0	0	0			amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Necromancer's	1	1	1	90	0	50	nec		0	1	429	nec	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Summoner's	1	1	1	30	0	22	nec		0	1	430	nec	0	1	1		0	0	0		0	0	0			wand	knif	head	    	    	    	    	    	    	    	    	    	0	0	0
Necromancer's	1	1	1	50	0	42	nec		0	1	431	nec	0	2	2		0	0	0		0	0	0	1	cgrn	wand	knif	head	    	    	    	    	    	    	    	    	    	0	0	0
Angel's	1	1	1	36	0	27	sor		0	1	432	sor	0	1	1		0	0	0		0	0	0			amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Arch-Angel's	1	1	1	90	0	50	sor		0	1	433	sor	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Angel's	1	1	1	30	0	22	sor		0	1	434	sor	0	1	1		0	0	0		0	0	0			staf	orb 	    	    	    	    	    	    	    	    	    	    	0	0	0
Arch-Angel's	1	1	1	50	0	42	sor		0	1	435	sor	0	2	2		0	0	0		0	0	0	1	cgrn	staf	orb 	    	    	    	    	    	    	    	    	    	    	0	0	0
Slayer's	1	1	1	36	0	27	bar		0	1	436	bar	0	1	1		0	0	0		0	0	0			amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Berserker's	1	1	1	90	0	50	bar		0	1	437	bar	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Slayer's	1	1	1	30	0	22	bar		0	1	438	bar	0	1	1		0	0	0		0	0	0			tkni	mele	    	    	    	    	    	jave	knif	    	    	    	0	0	0
Berserker's	1	1	1	50	0	42	bar		0	1	439	bar	0	2	2		0	0	0		0	0	0	1	cgrn	tkni	mele	    	    	    	    	    	jave	knif	    	    	    	0	0	0
Slayer's	100	1	1	30	0	22	bar		0	1	440	bar	0	1	1		0	0	0		0	0	0			phlm	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Berserker's	100	1	1	50	0	42	bar		0	1	441	bar	0	2	2		0	0	0		0	0	0	1	cgrn	phlm	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Shaman's	100	1	1	36	0	27	dru		0	1	442	dru	0	1	1		0	0	0		0	0	0			amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Hierophant's	100	1	1	90	0	50	dru		0	1	443	dru	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Shaman's	100	1	1	30	0	22	dru		0	1	444	dru	0	1	1		0	0	0		0	0	0			club	pelt	    	    	    	    	    	    	    	    	    	    	0	0	0
Hierophant's	100	1	1	50	0	42	dru		0	1	445	dru	0	2	2		0	0	0		0	0	0	1	cgrn	club	pelt	    	    	    	    	    	    	    	    	    	    	0	0	0
Magekiller's	100	1	1	36	0	27	ass		0	1	446	ass	0	1	1		0	0	0		0	0	0			amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Witch-hunter's	100	1	1	90	0	50	ass		0	1	447	ass	0	2	2		0	0	0		0	0	0	1	cgrn	amul	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Magekiller's	100	1	1	30	0	22	ass		0	1	448	ass	0	1	1		0	0	0		0	0	0			h2h 	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Witch-hunter's	100	1	1	50	0	42	ass		0	1	449	ass	0	2	2		0	0	0		0	0	0	1	cgrn	h2h 	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Compact	100	0	0	1	0	1			0	1	450	stack	0	20	40		0	0	0		0	0	0			thro	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Thin	100	0	0	17	0	12			0	1	451	stack	0	41	80		0	0	0		0	0	0			thro	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Dense	100	0	0	38	0	30			0	1	452	stack	0	81	120		0	0	0		0	0	0			thro	    	    	    	    	    	    	    	    	    	    	    	0	0	0
Crimson	1	1	1	5	98	3			0	1	453	res-fire	0	5	10		0	0	0		0	0	0			armo	ring	amul	orb 	circ	weap	    	    	    	    	    	    	0	0	0
Red	100	1	1	15	0	11			0	1	454	dmg-min	0	1	1		0	0	0		0	0	0	1	dred	lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Sanguinary	100	1	1	45	0	37			0	1	455	dmg-min	0	2	2		0	0	0		0	0	0	1	dred	lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Bloody	100	1	0	75	0	50			0	1	456	dmg-min	0	3	3		0	0	0		0	0	0	1	dred	lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Red	100	1	1	30	0	22			0	1	457	dmg-min	0	1	1		0	0	0		0	0	0	1	dred	mcha	tcha	mboq	mxbq	hcha	ocha	rcha	    	    	    	    	    	0	0	0
Sanguinary	100	1	0	60	0	50			0	1	458	dmg-min	0	2	2		0	0	0		0	0	0	1	dred	mcha	tcha	mboq	mxbq	hcha	ocha	rcha	    	    	    	    	    	0	0	0
Red	100	1	1	90	0	50			0	1	459	dmg-min	0	1	1		0	0	0		0	0	0	1	dred	scha	tcha	mboq	mxbq	hcha	ocha	rcha	    	    	    	    	    	0	0	0
Jagged	100	1	1	7	0	5			0	1	460	dmg-max	0	1	1		0	0	0		0	0	0	1	blac	lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Forked	100	1	1	37	0	29			0	1	461	dmg-max	0	2	2		0	0	0		0	0	0	1	blac	lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Serrated	100	1	0	67	0	50			0	1	462	dmg-max	0	3	3		0	0	0		0	0	0	1	blac	lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Jagged	100	1	1	22	0	16			0	1	463	dmg-max	0	1	1		0	0	0		0	0	0	1	blac	mcha	tcha	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Forked	100	1	0	52	0	44			0	1	464	dmg-max	0	2	2		0	0	0		0	0	0	1	blac	mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
